"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cayman Islands","CYM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.139263803681","96.139263803681","96.139263803681","96.139263803681","96.139263803681","96.1015337423313","96.0638036809816","96.0260736196319","95.9883435582822","95.9506134969325","95.9128834355828","95.8751533742332","95.8374233128834","95.7996932515338","95.7619631901841","95.7242331288344","95.6865030674847","95.648773006135","95.6110429447853","95.5733128834356","95.5355828220859","95.4978527607362","","",
"Cyprus","CYP","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8893890513179","99.8893195547174","99.8893600206594","99.8815427738961","99.87373901707","99.8659436901861","99.8581592027536","99.8503882351774","99.8426288416274","99.8348860329783","99.8271484477565","99.8194224153679","99.8117166379647","99.8039948994153","99.7962635128942","99.7885226504475","99.7807592223867","99.772986625002","99.7651834346312","99.7651923631792","99.7651721581168","99.7651324768156","99.7650627352206","","",
"Czechia","CZE","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8061242632048","99.8058281701324","99.8113947196304","99.8169768378774","99.8225809403984","99.8282004771013","99.8338407530519","99.8394987580009","99.8451804477981","99.8508809210618","99.8565979650639","99.8623365893999","99.8681822613728","99.8741097401901","99.8800124959238","99.8800959139295","99.8801723996148","99.8802604430032","99.8803584517819","99.8804688935076","99.8805882608907","99.8807192964404","99.8808566286988","","",
"Germany","DEU","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","99.9999985035625","100","99.9999986156687","100","100","100","99.99999811463","100","99.9999998078699","99.999998714282","99.9999993293627","99.999998584425","100","99.9999983056289","100","99.999998846436","100","99.9999995489977","100","100","99.9999985568823","","",
"Djibouti","DJI","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4481658444559","75.4630899656442","75.4784679935487","75.4942853592069","75.5105548429446","75.5269644878306","75.5441214032279","75.5617207584813","75.5797689458878","75.5979440556317","75.6198067136345","75.6454983860587","75.6748317959716","75.7082796157219","75.7452990400743","75.787045749845","75.8326297601131","75.8825219011635","75.9368501070513","75.9957463626693","76.0499221845238","76.1070470332222","76.1671170797547","","",
"Dominica","DMA","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.8314189861825","93.9536679921043","94.0759169980261","94.1981660039479","94.3204150098697","94.4426640157915","94.5649130217133","94.6871620276351","94.8094110335569","94.9316600394787","95.0539090454005","95.1761580513223","95.2984070572441","95.4206560631659","95.4206560631659","95.4206560631659","95.4206560631659","95.4206560631659","","","","","","","",
"Denmark","DNK","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9999994057231","99.9999997358549","100","99.9999973759776","99.9999988459236","99.9999975389743","100","100","100","99.9999960594349","99.9999977832783","99.9999998423774","99.9999953621224","99.9999969186137","99.9999981075887","100","99.9999966973667","99.9999999404253","100","100","99.9999967060358","99.9999998331871","100","","",
"Dominican Republic","DOM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7924722514787","91.1178324253381","91.435646539085","91.8077852060939","92.1921556677702","92.560501429008","92.913697850273","93.2516903933828","93.5748270114348","93.8825382524856","94.1760683245957","94.4444256486131","94.6933128036424","94.9309985562416","95.1580058945339","95.3747469801697","95.5814520794296","95.778187449797","95.9642010802929","96.1401141515674","96.3065793359028","96.7046144512381","96.7545243422804","","",
"Algeria","DZA","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8488285798425","90.1134477964222","90.3738043329469","90.6297224767556","90.8812547235952","91.128253391014","91.3709555341436","91.6092319914834","91.8433087449211","92.0720349659473","92.2959734615905","92.5149892867463","92.7451846992975","92.9708811462695","93.1923467804089","93.4095576469991","93.6227755358994","93.8319749303098","94.0374149250041","94.2391398601614","94.4373299704124","94.6321020435575","94.6613975479238","","",
"East Asia & Pacific (excluding high income)","EAP","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.6545804604247","79.14055233321","80.1856616882083","81.221591568324","82.2324044920864","83.2148810041174","84.1625511106721","85.0816356388053","85.9768850678996","86.8463157181743","87.6888983876406","88.4966992624751","89.2776833931048","90.0348765535865","90.7688980103928","91.4796744231295","92.1688170326989","92.832679804087","93.4855043349525","94.1146345837848","94.7010447411147","95.4310910352526","96.2293619979666","","",
"Early-demographic dividend","EAR","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.3654932930128","80.9135526556112","81.473090239958","82.0351570041027","82.5945055680665","83.115079831141","83.6619729730944","84.2037402783588","84.7437608808095","85.2745089039284","85.8011902921462","86.3209568397249","86.8358687836882","87.3466814818486","87.8554357026759","88.4577494572927","88.9566965160699","89.312507484953","89.79950263838","90.2808981526537","90.7463906215787","91.2075112166406","91.6199619157546","","",
"East Asia & Pacific","EAS","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2967138414243","80.736364623609","82.0823471810055","83.0052125068145","83.9060541954607","84.7843652933569","85.6343663079225","86.4624668233741","87.2703600244905","88.0539281131411","88.8134895524523","89.5411445022939","90.2447114188126","90.9273104793603","91.5908649630931","92.2338620201926","92.8576407575245","93.4585843399763","94.0507014812927","94.6221336981786","95.1546740420939","95.816412256391","96.5397900651903","","",
"Europe & Central Asia (excluding high income)","ECA","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.3585105318799","91.5532890169642","91.7968420354979","92.0366822732516","92.1757793532523","92.3291496552988","92.4965871511872","92.6554828301291","92.8204601664594","92.984660374001","93.1519720622212","93.3190098557058","93.4836968090279","93.7133198524735","93.8801247954924","94.1552703504824","94.4138692493682","94.6720262949777","94.9152878038634","95.1575679629292","95.3457221199571","95.4564184834929","95.5816838502304","","",
"Europe & Central Asia","ECS","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.7640449174145","96.8175677547159","96.8989158391803","96.9818906637619","97.0388087531384","97.1898587127293","97.2468270856815","97.3071103792947","97.3571968265318","97.4136441569766","97.4388844549338","97.4602118446192","97.4843024571165","97.5241657715174","97.5489895129664","97.6007747954373","97.6486061371296","97.6968129859025","97.7423447120485","97.7859618808534","97.8176326116682","97.8348803174291","97.9443458456968","","",
"Ecuador","ECU","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.307372343955","83.0397753678423","83.7853304814912","84.5049724237034","85.2242831812291","85.9430527454143","86.661280805982","87.3793619728247","88.0969010489875","88.8138907242714","89.5305233009271","90.2407039603204","90.9465125066669","91.6523257841324","92.3579685609702","93.0637815799392","93.7694147343323","94.3131376557692","94.6622656055683","95.0112246263964","95.3597647097715","95.6779995112767","95.7033432314017","","",
"Egypt, Arab Rep.","EGY","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2428696788173","98.2736396834303","98.3043525753378","98.335021524034","98.365643197958","98.3962203294697","98.426743408475","98.4565570321653","98.4859930462561","98.5154718531203","98.5449648922307","98.574504181642","98.6036168042443","98.6328142113716","98.6620775238515","98.6914116257754","98.7208232501016","98.7505737560033","98.7558675337883","98.7614152226307","98.7671898041778","98.7679087029408","98.76885789947","","",
"Euro area","EMU","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6617338039325","99.67354311812","99.6851873824565","99.696680417776","99.7081687401498","99.7198519244188","99.7310896027628","99.7416678350391","99.7658518060688","99.7811105725796","99.7980509271048","99.8142730144979","99.8289787774969","99.8374585363554","99.8476954075877","99.8523937754889","99.8562925779787","99.8599505569819","99.8631333994754","99.8633842299423","99.8637148292041","99.8638724196497","99.86331258412","","",
"Eritrea","ERI","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8142131635351","47.1204254367107","47.440924376313","47.7752200043611","48.1234179210885","48.4844084006916","48.8594940550192","49.24695322535","49.6487021973559","49.810322427133","49.9773803285471","50.1505279457527","50.3291729374741","50.7051291303828","51.0835649326091","51.4650911306671","51.84971602427","","","","","","","","",
"Spain","ESP","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9999985042948","100","99.9999983048101","99.9999988900142","100","99.9999978182057","99.9999979247721","99.9999961840366","99.9999980624493","99.9999967818434","99.9999967960088","100","99.9861651953951","99.9566415144306","99.926939322694","99.9267263105102","99.9265022787256","99.9262844449661","99.9260564294656","99.9258382744694","99.9256097637963","99.9253811087183","99.925157573403","","",
"Estonia","EST","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.3621551958531","97.523173119615","97.6852897163375","97.8484501498915","98.0127184478021","98.1780911832145","98.344536613704","98.5120963651077","98.6807683659568","98.8505580234212","99.0214415324715","99.1934474893278","99.3681632506101","99.5437917222656","99.7181271894266","99.8911870771644","99.915239179191","99.9391483256029","99.9631593750796","99.9872873090016","99.9999977228497","99.9999991547783","100","","",
"Ethiopia","ETH","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6823027003951","20.2320410406542","21.77133078604","23.2981637789492","24.8131815247792","26.3163660068506","27.8082946441902","29.2977073978485","30.8752129693809","32.4383798883198","33.98875142441","35.5250490303748","37.0481962437743","38.548228349882","40.034664721558","41.506855299013","42.9651586197148","44.4084974167704","45.8381608718736","47.2539785569372","48.6553476821695","50.0425628235297","51.5129596643217","","",
"European Union","EUU","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6965125438516","99.7053865450015","99.714267844632","99.7232720197628","99.732355051575","99.6906304658278","99.6988913567011","99.7065970938899","99.7243692369026","99.7357255655964","99.6856676722805","99.6342744747083","99.582129835849","99.5257046619092","99.470913437663","99.4117920615421","99.3522576832113","99.2923381825171","99.2332019790368","99.1710763904424","99.1105356742255","99.0661392107482","99.0721161071684","","",
"Fragile and conflict affected situations","FCS","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0445675911203","51.6224354821756","52.2886906083479","52.9989053293664","53.7024242245075","54.4740569858834","55.2502366382535","56.0381879917368","56.884935367252","57.7360922949741","58.603153084029","59.2309973286403","60.0699856574239","60.9215287471613","61.7489714431384","62.6126744089467","63.4816796925032","64.3920233590081","65.2541373681972","66.1167015500508","66.9627765739774","67.7911381575559","68.4112950312666","","",
"Finland","FIN","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","99.9999983918014","100","99.9999976511244","99.9999991572243","100","100","100","100","99.9999965612864","100","99.9999977602025","100","100","100","100","","",
"Fiji","FJI","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.817182547085","94.844077072259","94.8709690390527","94.8927016974863","94.914794848648","94.9370420416946","94.9596473119568","94.9825509051552","95.0125414917812","95.04453638774","95.0769806101148","95.1097371692021","95.1429467538414","95.1763202593056","95.2100702737926","95.2442022172526","95.2786366784068","95.3133036409466","95.348273323691","95.3833140482255","95.418355401602","95.453461944814","95.4886326493094","","",
"France","FRA","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.999998548443","100","99.9999969340962","99.9999995291174","100","100","100","100","100","100","99.9999974852696","99.9999993279599","99.9999984764295","100","99.9999972602157","100","99.9999974727228","100","99.9999994044406","100","99.9999980735321","100","100","","",
"Faroe Islands","FRO","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Micronesia, Fed. Sts.","FSM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.0896484335557","91.0286886006993","90.9677287678428","90.9067689349864","90.84580910213","90.7848492692736","90.7238894364172","90.6629296035608","90.6019697707044","90.541009937848","90.4800501049916","90.4190902721352","90.3581304392788","90.2971706064224","90.236210773566","90.1752509407096","90.1142911078532","90.1142911078532","90.1142911078532","90.1142911078532","90.1142911078532","","","","",
"Gabon","GAB","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4033637747278","80.810459213385","81.193484410726","81.5526951602341","81.8888053847298","82.2020562871411","82.4941038355644","82.7651412894162","83.0167243819715","83.2481423052609","83.4613514987606","83.6564952078029","83.8350006525696","83.9961533518138","84.1376398407192","84.538735535926","84.9227957610398","85.2911645338971","85.6447401427211","85.9840211658641","86.3106054147686","86.6249293561994","86.9277658767769","","",
"United Kingdom","GBR","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.9999977127832","99.9999974333758","99.9999964375404","99.9999976821314","100","99.9999987151275","99.9999996429194","100","100","100","99.9999973952721","100","99.9999998056057","99.9999983476075","100","99.9999972155672","100","100","99.999997344305","100","99.9999986414263","99.9999978822248","","",
"Georgia","GEO","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.5605847174906","94.6659474636269","94.7965436624631","94.9560758035593","95.1140775809711","95.2705537144306","95.4255949594501","95.5791917774348","95.7312694490029","95.5965406981454","95.1672307839579","94.7418201145619","94.3204470689314","93.9029623149496","93.4896105267785","93.4832426680943","93.7227221316814","93.9612889319988","94.1991085950245","94.4360269319349","94.672099902079","94.8252160695635","94.9775354600958","","",
"Ghana","GHA","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.2185051906446","66.077473278295","67.1320851143851","68.1879036642875","69.2452756848698","70.3033002782999","71.3628223620326","72.4236848411952","73.4859835460909","74.549083165466","75.6140589422072","76.6802747180995","77.7475923856427","78.8156065108159","79.8844304386383","80.9541538675411","82.0248834358595","83.0964661202862","84.1689996175499","85.2423371017475","86.3168084779609","87.3922710396825","88.3676095492321","","",
"Gibraltar","GIB","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guinea","GIN","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.020186832808","50.7276864760054","51.4339895582937","52.1394322323383","52.8436497237526","53.5466363484531","54.2487288694591","54.949564360494","55.649134013916","56.3474311162569","57.044784449947","58.1818372265033","59.3282131204165","60.4838781029167","61.6487943410555","62.8272632655667","64.0192375398868","65.2246521781626","66.4434556659708","67.6752472334276","68.9206309644388","70.179197632542","71.4512116094591","","",
"Gambia, The","GMB","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1075908501495","72.7780951889904","73.4462244651666","74.1049967166856","74.7354569707352","75.3638472217929","75.9901487166188","76.6143432809498","77.2365923531236","77.8561721373253","78.4736042784807","79.0885274433353","79.701282058038","80.3110194685297","80.9175927499699","81.5208646385111","82.120548806327","82.7168510831421","83.3096612794683","83.8990207770481","84.4849824727792","85.0674415666693","85.6466129857002","","",
"Guinea-Bissau","GNB","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2996278316054","55.7564928906696","56.1987271244441","56.6256018688684","57.0374152862445","57.4334953214658","57.8147597912603","58.1805414529441","58.5311084260917","58.8658390354651","59.1858600366544","59.490527194592","59.7800704192315","60.0541625940776","60.3130027729524","60.5565366633757","60.7844520965081","60.9967008736781","61.1934743074354","61.374471808356","61.5396569932828","61.6889834490303","61.7761332755677","","",
"Equatorial Guinea","GNQ","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0981422023709","51.7904428199064","52.5419955641362","53.3504179262998","54.2150291513885","55.1317211538696","56.1005772869023","57.1185695757547","58.183796416463","59.291794552573","60.4413645239922","61.6296107592161","62.8538882126968","63.6715134756131","63.9264743902707","64.178599499821","64.4255194323934","64.6658188081877","","","","","","","",
"Greece","GRC","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6861596905295","99.7101432587558","99.7354150952436","99.7601415270882","99.7843401756136","99.8079995319955","99.8311253123155","99.8537526174417","99.8758574689139","99.8974649560399","99.9185714433922","99.9392043352044","99.9593510144483","99.9790200917084","99.9982288014899","100","100","99.9999979723882","99.9999999632639","99.9999992981031","100","99.9999952318863","99.9999994922049","","",
"Grenada","GRD","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3076378093218","93.5399527788903","93.7722677484587","94.0045827180272","94.2368976875956","94.4692126571641","94.7015276267326","94.9338425963011","95.1661575658695","95.398472535438","95.6307875050065","95.8631024745749","95.9713888869245","95.6286504435547","95.6286504435547","95.6286504435547","95.6286504435547","95.6286504435547","","","","","","","",
"Greenland","GRL","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guatemala","GTM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.5006228387363","86.8961188585213","87.2885097183164","87.6741113379212","88.0545163490873","88.4318670319565","88.8063187940228","89.1780157814673","89.5469500271936","89.9127474635353","90.2759187313067","90.6361024938239","90.9935414116309","91.3494094544696","91.7035730175933","92.0560918129617","92.4065264510318","92.7549384544574","93.1326357164894","93.5077090807793","93.880093537322","94.2496190017948","94.6161088345289","","",
"Guam","GUM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4","99.4246","99.4492","99.4738","99.4984","99.523","99.5476","99.5722","99.5968","99.6214","99.646","99.6706","99.6952","99.6952","99.6952","99.6952","99.6952","99.6952","99.6952","99.6952","99.6952","99.6952","99.6952","","",
"Guyana","GUY","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.5382896920679","88.8709622051583","89.2041862861119","89.5290208786417","89.8530307363623","90.1787161377096","90.5061314085982","90.8352089032886","91.1659359143918","91.4983614430953","91.8324234736991","92.1681157697233","92.5151477689615","92.8621482567967","93.2095909532921","93.5573128816329","93.9051955440263","94.2531267201858","94.6008717250228","94.9483638235288","95.2768850219634","95.5688661334444","95.859737279822","","",
"High income","HIC","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5767266461597","98.5938290800717","98.6284849481578","98.6583021619572","98.6878974102593","98.7786398890138","98.8063143198741","98.8366936568169","98.8670825677907","98.8971849871489","98.9245086111103","98.9483551599569","98.9717500411597","98.9959129852485","99.0220349200446","99.0375396939302","99.059971843808","99.0828270782481","99.1033540438916","99.1216677532693","99.1402904823995","99.1622886335515","99.1945095725012","","",
"Hong Kong SAR, China","HKG","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.744257245942","98.8280256816769","98.9117941174118","98.9955625531466","99.0793309888815","99.1630994246164","99.2468678603512","99.3306362960861","99.414404731821","99.4981731675558","99.5819416032907","99.6657100390256","99.7494784747605","99.8332469104953","99.9170153462302","100","100","100","100","100","100","100","100","","",
"Honduras","HND","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.351031542682","85.914407490473","86.4980291927431","87.0305580616295","87.5566044676304","88.075311809876","88.587372078387","89.0924617373964","89.5907538982251","90.0818000636686","90.5660867175185","91.0431976327749","91.5135812982773","91.9767246735058","92.4330552871736","92.8820078727696","93.3238929673688","93.7586658276332","94.1862868555701","94.6068475212683","95.0204478168117","95.427066798294","95.8040948791663","","",
"Heavily indebted poor countries (HIPC)","HPC","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.6493053698614","42.3897183372295","43.2169386186784","44.0488083877598","44.8971447230467","45.8185992459464","46.7398336244373","47.646303209539","48.610700435295","49.5722026430663","50.5310350915104","51.4943330117029","52.4451949071605","53.3898681910621","54.3401841073458","55.2921119446662","56.2304830276295","57.1824981864402","58.1174480582338","59.0544162703996","59.9591015513207","60.7025931764849","61.4903048243344","","",
"Croatia","HRV","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6494084688423","98.6556186910646","98.6604882204456","98.6653891097357","98.6702624334108","98.675132965539","98.6800083674408","98.6848785750542","","","","","","","","","","","","","","","","","",
"Haiti","HTI","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.23929167461","57.0607657143446","57.890307587373","58.7247918623983","59.2574851456357","59.7530302249497","60.2473792119938","60.7392582689179","61.229985292414","61.7165764517531","62.2007893646649","62.6818037025713","63.1596589540934","63.6326909989076","64.1022382287667","64.5674854749725","65.0230168507914","65.466827113029","65.8994451769274","66.3209862141568","66.6953102748929","67.0612754217819","67.4188847160194","","",
"Hungary","HUN","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9645781932888","99.9646746356458","99.9650832845069","99.9654969693195","99.9659049818677","99.9663732360176","99.9669034443637","99.9674348898972","99.9679574559251","99.9684745322134","99.968930486175","99.9693782330361","99.9697006074986","99.9699743237225","99.9702519413688","99.9705261412823","99.9708056888519","99.9710917206745","99.99999908101","100","99.9999999799691","99.9999988534441","100","","",
"IBRD only","IBD","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.0578523550466","83.4942461801536","84.2090577949476","84.9130725871288","85.6004711020036","86.3923546252396","87.0451408480535","87.6804715428752","88.2924961457577","88.8993149110156","89.4860432401207","90.0555840862568","90.6126209670737","91.1608725205642","91.6951157734617","92.2228639339999","92.7332993173005","93.1896608387988","93.7017619473439","94.1786729141251","94.6345208708002","95.1416384866986","95.6717413856587","","",
"IDA & IBRD total","IBT","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.6987858218842","78.1227966030447","78.7627212775497","79.4001126158503","80.0288741593831","80.7653177055644","81.3692322466107","81.9609524656411","82.5357118181118","83.1090374774449","83.6691107472055","84.14283117765","84.6787410399397","85.2079406848723","85.7280562065276","86.2457931696423","86.7501913624508","87.1905611708177","87.6940133654402","88.1726516926748","88.6303056017049","89.1236232263529","89.6034617969464","","",
"IDA total","IDA","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9053019714534","59.5138272338857","60.1472479951629","60.7984183567803","61.4637009032452","62.0820466558874","62.7697484319255","63.4780011688067","64.2003252033687","64.9067999478828","65.6187338004813","66.1492707480387","66.8269248147435","67.4736291474981","68.1344782472093","68.8152967124388","69.5047048714101","70.2352038780312","70.9402323544753","71.6576126459224","72.3613780573698","73.0212504704251","73.6404339812306","","",
"IDA blend","IDB","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.7970824935295","67.4326942376764","68.0794545815699","68.7570303090364","69.4518797415162","69.9365553226229","70.6192630308408","71.3321740050977","72.0517644044048","72.7659824125289","73.4800793807308","74.1829861401642","74.8731003014103","75.5588480236258","76.2494483149058","76.9475064745114","77.649766859614","78.3657856953018","79.0889503577492","79.8226896386639","80.5639084208063","81.3119795689952","82.156923066343","","",
"Indonesia","IDN","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.2848191583704","76.2593157969917","77.2244511616934","78.1799292696413","79.1261137314695","80.0618734021774","80.9767562559622","81.881582956157","82.7767301263991","83.6614405618851","84.5326117527197","85.3771275634308","86.2129184659501","87.039688549159","87.8579420521054","88.6672494941837","89.4676670658379","90.2587210817382","91.0407971895122","91.8137421547406","92.5873956949722","93.3517658193308","94.1071925536807","","",
