"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"China","CHN","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.8969610642735","79.2533944100334","80.4400534180013","81.5969254609016","82.7229101344337","83.8157983145536","84.8656287015905","85.8774230526273","86.8568300680798","87.8020666993308","88.7139650125555","89.5812134561724","90.4108956703725","91.2079079481676","91.9731192427815","92.7063422881616","93.4078793193365","94.0773253482316","94.7135009826134","95.3173719016687","95.8903136606767","96.6944491607209","97.6469295532532","","",
"Cote d'Ivoire","CIV","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6328654119712","70.7542299686215","70.8735531188732","70.9904699748775","71.1053199610773","71.217059799243","71.326376049963","71.4332608666322","71.5377104551999","71.6390606663563","71.7379636235924","71.8344159722769","71.928094480601","72.0190003098845","72.1071370058076","72.1952372438825","72.2826047701817","72.3694658949988","72.4557428748714","72.541058171011","72.6253447367345","72.738267015564","72.8509256505983","","",
"Cameroon","CMR","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.3102137004233","57.0664321951166","57.8070159706812","58.5315757764966","59.2406478259978","59.9329922487441","60.6096169460461","61.2706157127257","61.9160862352195","62.5457290378151","63.1600528512177","63.7587752998518","64.3420231310665","64.9095494694424","65.4615077465372","65.9980474433756","66.519319237706","67.0248094365646","67.5153572148012","67.9904842171552","68.4506973221862","68.8955645759552","69.5925526409308","","",
"Congo, Dem. Rep.","COD","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5599290974999","37.5302771813177","37.4915911237134","37.4438330895772","37.386960666757","37.3229285473962","37.2526545744487","37.1760567323265","37.0920627877911","37.0015774870099","36.9035407166746","36.7988406005702","36.6864278096926","36.5662249259828","36.4386349050569","36.3030975519295","36.1595332439638","36.0073989665336","35.847085558278","35.678057309253","35.5002372686537","35.3130969880591","35.1165665799026","","",
"Congo, Rep.","COG","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1558732950325","57.4633268356124","57.9533597334294","58.4413266271749","59.5097243830066","60.5769397308556","61.6425661631839","62.7068121458873","63.7703887855653","64.8327577829855","65.8939089725679","66.9521763941775","68.0075710023272","69.0595370271782","70.1070424458081","71.1495835987263","72.1866570049193","73.2177601533073","73.406815881715","73.5958698078761","73.7845109785203","73.972326863006","","","",
"Colombia","COL","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9600501288055","92.2691173355502","92.5729955519748","92.8717379215959","93.1651930443208","93.4534280310835","93.7365220800179","94.014341189398","94.2871908166194","94.555130092227","94.8180493749797","95.0760498001745","95.3293842263037","95.5779768800422","95.821895841302","96.0614092543758","96.2965922555706","96.5273645492207","96.739501221738","96.8925246726353","97.0410236613368","97.3938172969202","97.5377603878354","","",
"Comoros","COM","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9479272603879","90.8413592153922","90.0056399286359","89.171600346343","88.3392638096421","87.5090844921955","86.6815099521752","85.8569961968811","85.0359214715664","84.2187523114491","83.405978062016","82.5978775221597","81.7949137164735","80.9975676784484","80.2060315486897","80.1319987781875","80.1488513169666","80.1675169934689","80.1879872186634","80.2105014769868","","","","","",
"Cabo Verde","CPV","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.129833821059","79.3814347915271","79.6291801781171","79.8725603287821","80.3234340405093","80.7759271240546","81.2305336255711","81.6867082827309","82.1449641293727","82.6041896679173","83.0628768653601","83.467759998597","83.8738361203627","84.2809235377438","84.6889979682367","85.3679901003518","86.2422740726724","87.1068025576458","87.9618475805123","88.5908710915054","89.1775739362889","89.8251542502861","89.8707246052462","","",
"Costa Rica","CRI","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.4644859668649","94.9068629158445","95.3307081825732","95.7362071019001","96.1233820197563","96.4921818938613","96.8432839776983","97.1768756785301","97.4934661058073","97.7930308434146","98.0541345560176","98.2983162995522","98.560150584186","98.8067821772786","99.0392479916441","99.2586047982486","99.4658056341647","99.6617657734972","99.7844180058545","99.7975293659545","99.8105365712776","99.8118690160849","99.8131289122224","","",
"Caribbean small states","CSS","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.6970943805676","91.9609433341912","92.2268944797021","92.5180181347348","92.8130003320708","93.1074771830356","93.4050497914731","93.706151267386","94.0099044440335","94.4364973641921","94.7369236604859","95.0404968115638","95.339884671291","95.6193639981605","95.9106778224648","96.1956664302456","96.4501794440324","96.7061204535192","97.0116244900515","97.177418677942","97.1246531748613","97.2240451842651","97.3257309738892","","",
"Cuba","CUB","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.7215961948775","91.8814444562861","92.0383543686758","92.181103098938","92.3108240096068","92.4415137233702","92.5712507526727","92.7000365634027","92.827847997466","92.954565201603","93.080334807091","93.2051308266797","93.3289737767197","93.4470309691531","93.5635722640959","93.680024663775","93.7961867219836","93.9131798142808","94.0307223325193","94.1484823370466","94.2662790670481","94.5575987390206","94.6527039156214","","",
"Curacao","CUW","People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6852087388099","98.7477120548644","98.8102153709188","98.8727186869733","98.9352220030277","98.9977253190822","99.0602286351366","99.1227319511911","99.1852352672455","99.2477385833","99.3102418993544","99.3727452154089","99.4352485314633","99.4977518475178","99.4977518475178","99.4977518475178","99.4977518475178","99.4977518475178","","","","","","","",
